307	8201	8147	7829	8030	6624	7515	
308	8203	8143	7827	8033	6625	7513	
309	8200	8152	7826	8032	6625	7514	
310	8201	8147	7827	8033	6625	7513	
311	8201	8146	7828	8033	6626	7515	
312	8197	8147	7829	8031	6627	7516	
313	8202	8147	7832	8033	6625	7516	
314	8203	8145	7830	8032	6631	7522	
315	8198	8145	7830	8030	6627	7518	
316	8200	8147	7831	8031	6630	7515	
317	8201	8146	7830	8032	6626	7519	
318	8198	8146	7829	8029	6631	7515	
319	8200	8144	7829	8032	6630	7517	
320	8201	8151	7832	8034	6633	7518	
321	8202	8147	7835	8028	6634	7517	
322	8200	8148	7832	8029	6635	7520	
323	8203	8147	7830	8034	6634	7520	
324	8201	8149	7831	8030	6636	7523	
325	8202	8147	7829	8032	6632	7517	
326	8199	8145	7829	8028	6636	7520	
327	8200	8148	7830	8034	6636	7517	
328	8197	8147	7831	8031	6634	7519	
329	8199	8147	7831	8032	6637	7521	
330	8202	8148	7833	8032	6633	7520	
331	8202	8148	7833	8032	6641	7526	
332	8197	8147	7831	8036	6642	7522	
333	8205	8149	7830	8035	6642	7525	
334	8198	8145	7832	8035	6643	7522	
335	8200	8147	7834	8033	6643	7522	
336	8202	8148	7830	8034	6640	7524	
337	8198	8145	7831	8030	6644	7522	
338	8200	8149	7833	8035	6648	7527	
339	8199	8146	7836	8032	6642	7524	
340	8198	8147	7833	8034	6644	7523	
341	8197	8145	7836	8030	6647	7526	
342	8201	8147	7832	8031	6650	7525	
343	8199	8147	7837	8035	6650	7525	
344	8198	8147	7836	8034	6650	7527	
345	8197	8150	7837	8035	6647	7523	
346	8199	8150	7830	8036	6652	7528	
347	8201	8148	7832	8033	6648	7531	
348	8204	8148	7833	8031	6650	7529	
349	8201	8146	7837	8035	6652	7526	
350	8202	8144	7834	8031	6652	7524	
351	8198	8146	7841	8034	6650	7525	
352	8198	8148	7835	8033	6656	7532	
353	8201	8148	7838	8037	6651	7529	
354	8201	8148	7840	8036	6656	7531	
355	8197	8144	7833	8036	6658	7532	
356	8198	8147	7835	8031	6652	7531	
357	8198	8151	7834	8038	6658	7529	
358	8199	8144	7838	8032	6657	7529	
359	8196	8149	7835	8038	6659	7529	
360	8202	8150	7839	8037	6661	7533	
361	8201	8147	7837	8039	6659	7529	
362	8201	8146	7835	8037	6665	7532	
363	8196	8149	7837	8034	6663	7535	
364	8201	8146	7837	8038	6661	7531	
365	8199	8147	7832	8035	6660	7533	
366	8204	8146	7835	8036	6662	7536	
367	8199	8146	7837	8038	6666	7530	
368	8201	8145	7835	8032	6666	7530	
369	8200	8145	7836	8038	6667	7534	
370	8202	8146	7838	8035	6665	7536	
371	8201	8146	7837	8036	6666	7532	
372	8200	8148	7838	8037	6665	7534	
373	8197	8147	7839	8038	6665	7534	
374	8199	8151	7842	8033	6669	7537	
375	8197	8147	7842	8035	6667	7535	
376	8198	8145	7840	8037	6671	7537	
377	8200	8146	7839	8036	6670	7537	
378	8202	8146	7840	8039	6674	7539	
379	8200	8148	7840	8035	6671	7539	
380	8200	8149	7842	8036	6672	7535	
381	8200	8146	7839	8042	6673	7540	
382	8200	8151	7840	8039	6675	7540	
383	8202	8148	7842	8039	6677	7535	
384	8197	8149	7843	8035	6675	7540	
385	8199	8149	7838	8037	6675	7539	
386	8200	8147	7841	8036	6678	7541	
387	8202	8146	7841	8037	6676	7537	
388	8199	8148	7841	8039	6675	7540	
389	8198	8145	7843	8035	6675	7543	
390	8198	8146	7841	8037	6679	7541	
391	8196	8147	7844	8042	6678	7539	
392	8201	8147	7842	8040	6684	7547	
393	8200	8143	7844	8037	6680	7542	
394	8202	8149	7843	8036	6684	7540	
395	8194	8147	7842	8038	6680	7543	
396	8200	8149	7842	8038	6685	7541	
397	8199	8148	7842	8038	6682	7543	
398	8196	8146	7841	8041	6682	7545	
399	8200	8148	7841	8036	6690	7546	
400	8204	8149	7847	8036	6687	7545	
401	8198	8148	7842	8041	6687	7544	
402	8197	8145	7844	8043	6687	7544	
403	8199	8145	7843	8036	6686	7545	
404	8200	8146	7846	8037	6688	7547	
405	8199	8147	7848	8040	6689	7543	
406	8201	8144	7844	8038	6690	7544	
407	8201	8148	7843	8038	6691	7545	
408	8197	8148	7846	8040	6688	7547	
409	8200	8147	7843	8036	6694	7548	
410	8203	8147	7847	8040	6695	7547	
411	8202	8149	7847	8041	6693	7547	
412	8198	8149	7841	8037	6695	7548	
413	8203	8147	7846	8036	6691	7545	
414	8201	8150	7844	8039	6695	7542	
415	8198	8152	7842	8041	6695	7544	
416	8200	8147	7846	8043	6697	7548	
417	8197	8147	7847	8038	6697	7546	
418	8197	8147	7848	8042	6696	7551	
419	8203	8150	7847	8042	6700	7551	
420	8197	8147	7845	8040	6698	7549	
421	8201	8147	7847	8045	6702	7553	
422	8194	8149	7844	8039	6701	7550	
423	8199	8148	7848	8043	6698	7549	
424	8198	8151	7846	8037	6704	7553	
425	8201	8147	7844	8043	6699	7548	
426	8200	8145	7849	8045	6699	7553	
427	8199	8147	7851	8037	6701	7554	
428	8196	8145	7848	8045	6704	7552	
429	8196	8150	7848	8041	6709	7555	
430	8198	8147	7848	8040	6704	7551	
431	8203	8149	7847	8040	6705	7553	
432	8199	8147	7847	8045	6708	7551	
433	8199	8153	7848	8042	6705	7553	
434	8205	8151	7849	8045	6707	7553	
435	8196	8146	7846	8043	6708	7557	
436	8198	8146	7849	8039	6712	7555	
437	8198	8147	7853	8044	6711	7554	
438	8198	8144	7847	8038	6711	7556	
439	8200	8148	7850	8039	6711	7554	
440	8199	8147	7847	8042	6714	7558	
441	8202	8150	7854	8042	6708	7554	
442	8200	8148	7851	8044	6714	7556	
443	8200	8147	7846	8040	6712	7558	
444	8202	8146	7853	8042	6718	7558	
445	8202	8147	7846	8045	6711	7558	
446	8199	8146	7846	8040	6717	7561	
447	8200	8149	7851	8041	6718	7560	
448	8200	8144	7850	8042	6718	7559	
449	8196	8149	7848	8043	6718	7558	
450	8198	8151	7854	8044	6722	7560	
451	8201	8144	7849	8040	6720	7559	
452	8201	8147	7853	8043	6720	7563	
453	8197	8147	7847	8044	6720	7560	
454	8205	8148	7848	8044	6724	7561	
455	8194	8149	7852	8045	6720	7562	
456	8203	8145	7851	8044	6723	7563	
457	8200	8143	7852	8044	6722	7563	
458	8200	8149	7854	8045	6725	7561	
459	8203	8146	7853	8043	6724	7560	
460	8199	8149	7855	8046	6723	7561	
461	8200	8145	7854	8045	6723	7567	
462	8201	8146	7854	8047	6726	7563	
463	8200	8149	7854	8044	6733	7566	
464	8201	8149	7853	8044	6726	7563	
465	8201	8149	7855	8044	6724	7565	
466	8199	8149	7855	8048	6733	7563	
467	8199	8147	7855	8043	6730	7563	
468	8198	8143	7852	8041	6730	7566	
469	8199	8149	7855	8045	6732	7566	
470	8198	8146	7855	8046	6730	7565	
471	8200	8144	7853	8046	6732	7567	
472	8199	8145	7853	8043	6737	7570	
473	8201	8144	7853	8042	6731	7564	
474	8205	8145	7854	8041	6736	7567	
475	8199	8147	7854	8044	6734	7570	
476	8199	8148	7854	8047	6733	7564	
477	8202	8149	7855	8045	6737	7572	
478	8201	8147	7856	8044	6735	7568	
479	8202	8146	7859	8044	6736	7564	
480	8198	8151	7854	8044	6741	7569	
481	8201	8147	7857	8047	6737	7568	
482	8200	8146	7858	8044	6738	7571	
483	8200	8145	7859	8045	6739	7572	
484	8200	8148	7856	8049	6741	7569	
485	8200	8149	7857	8044	6739	7570	
486	8201	8145	7856	8046	6739	7574	
487	8206	8150	7858	8047	6741	7568	
488	8201	8147	7856	8044	6740	7572	
489	8198	8149	7856	8044	6744	7569	
490	8205	8144	7857	8048	6743	7577	
491	8197	8146	7856	8046	6742	7571	
492	8200	8143	7857	8044	6744	7571	
493	8202	8146	7855	8044	6750	7572	
494	8199	8148	7857	8043	6749	7569	
495	8202	8146	7856	8043	6749	7573	
496	8200	8147	7859	8048	6749	7574	
497	8196	8145	7859	8042	6753	7572	
498	8202	8150	7857	8046	6754	7572	
499	8201	8148	7857	8049	6752	7579	
500	
501	
